case:concept:name,concept:name,time:timestamp,human_resource,org:resource,outcome_unit,unsuccessful_outcome_unit,lifecycle:transition,concept:instance
Case 77,Turning & Milling - Machine 9,2012-02-07 09:21:00+00:00,ID3846,Machine 9 - Turning & Milling,2,0,complete,i_4049
Case 77,Turning & Milling - Machine 10,2012-02-07 15:43:00+00:00,ID3846,Machine 10 - Grinding,2,0,complete,i_4050
Case 77,Turning & Milling - Machine 10,2012-02-07 20:17:00+00:00,ID4641,Machine 10 - Grinding,1,0,start,i_4051
Case 77,Round Grinding - Machine 3,2012-02-08 00:00:00+00:00,ID4445,Machine 3 - Round Grinding,0,0,start,i_4052
Case 77,Turning & Milling - Machine 10,2012-02-08 00:00:00+00:00,ID4641,Machine 10 - Grinding,6,0,start,i_4054
Case 77,Turning & Milling - Machine 10,2012-02-08 00:00:00+00:00,ID4641,Machine 10 - Grinding,1,0,complete,i_4051
Case 77,Round Grinding - Machine 3,2012-02-08 01:30:00+00:00,ID4445,Machine 3 - Round Grinding,14,0,start,i_4053
Case 77,Round Grinding - Machine 3,2012-02-08 01:30:00+00:00,ID4445,Machine 3 - Round Grinding,0,0,complete,i_4052
Case 77,Round Grinding - Machine 3,2012-02-08 06:00:00+00:00,ID4445,Machine 3 - Round Grinding,14,0,complete,i_4053
Case 77,Turning & Milling - Machine 10,2012-02-08 06:30:00+00:00,ID4641,Machine 10 - Grinding,6,0,complete,i_4054
Case 77,Turning & Milling - Machine 10,2012-02-08 11:40:00+00:00,ID3846,Machine 10 - Grinding,12,0,start,i_4060
Case 77,Turning & Milling Q.C.,2012-02-08 13:20:00+00:00,ID4163,Quality Check 1,38,1,start,i_4055
Case 77,Turning & Milling Q.C.,2012-02-08 14:11:00+00:00,ID4163,Quality Check 1,38,1,complete,i_4055
Case 77,Laser Marking - Machine 7,2012-02-08 14:12:00+00:00,ID0998,Machine 7- Laser Marking,38,0,start,i_4056
Case 77,Laser Marking - Machine 7,2012-02-08 15:27:00+00:00,ID0998,Machine 7- Laser Marking,38,0,complete,i_4056
Case 77,Round Grinding - Machine 12,2012-02-08 16:00:00+00:00,ID4528,Machine 12 - Grinding,1,0,start,i_4059
Case 77,Flat Grinding - Machine 11,2012-02-08 16:18:00+00:00,ID0998,Machine 11 - Grinding,5,0,start,i_4057
Case 77,Lapping - Machine 1,2012-02-08 16:19:00+00:00,ID0998,Machine 1 - Lapping,5,0,start,i_4058
Case 77,Flat Grinding - Machine 11,2012-02-08 16:19:00+00:00,ID0998,Machine 11 - Grinding,5,0,complete,i_4057
Case 77,Flat Grinding - Machine 11,2012-02-08 16:20:00+00:00,ID0998,Machine 11 - Grinding,4,0,start,i_4061
Case 77,Lapping - Machine 1,2012-02-08 17:34:00+00:00,ID0998,Machine 1 - Lapping,5,0,complete,i_4058
Case 77,Round Grinding - Machine 12,2012-02-08 17:40:00+00:00,ID4528,Machine 12 - Grinding,1,0,complete,i_4059
Case 77,Round Grinding - Machine 3,2012-02-08 17:43:00+00:00,ID4355,Machine 3 - Round Grinding,1,0,start,i_4063
Case 77,Turning & Milling - Machine 10,2012-02-08 17:50:00+00:00,ID3846,Machine 10 - Grinding,12,0,complete,i_4060
Case 77,Round Grinding - Machine 12,2012-02-08 17:53:00+00:00,ID4872,Machine 12 - Grinding,13,0,start,i_4065
Case 77,Flat Grinding - Machine 11,2012-02-08 19:01:00+00:00,ID0998,Machine 11 - Grinding,4,0,complete,i_4061
Case 77,Lapping - Machine 1,2012-02-08 19:02:00+00:00,ID0998,Machine 1 - Lapping,4,0,start,i_4062
Case 77,Flat Grinding - Machine 11,2012-02-08 19:02:00+00:00,ID4872,Machine 11 - Grinding,5,0,start,i_4064
Case 77,Lapping - Machine 1,2012-02-08 19:02:00+00:00,ID4872,Machine 1 - Lapping,5,0,start,i_4066
Case 77,Turning & Milling - Machine 10,2012-02-08 20:12:00+00:00,ID4641,Machine 10 - Grinding,16,0,start,i_4069
Case 77,Lapping - Machine 1,2012-02-08 20:17:00+00:00,ID0998,Machine 1 - Lapping,4,0,complete,i_4062
Case 77,Lapping - Machine 1,2012-02-08 20:22:00+00:00,ID4445,Machine 1 - Lapping,0,0,start,i_4068
Case 77,Round Grinding - Machine 3,2012-02-08 20:52:00+00:00,ID4355,Machine 3 - Round Grinding,1,0,complete,i_4063
Case 77,Round Grinding - Machine 3,2012-02-08 20:53:00+00:00,ID4355,Machine 3 - Round Grinding,13,0,start,i_4067
Case 77,Flat Grinding - Machine 11,2012-02-08 23:34:00+00:00,ID4872,Machine 11 - Grinding,5,0,complete,i_4064
Case 77,Round Grinding - Machine 12,2012-02-08 23:35:00+00:00,ID4872,Machine 12 - Grinding,13,0,complete,i_4065
Case 77,Lapping - Machine 1,2012-02-08 23:35:00+00:00,ID4872,Machine 1 - Lapping,5,0,complete,i_4066
Case 77,Round Grinding - Machine 3,2012-02-08 23:40:00+00:00,ID4355,Machine 3 - Round Grinding,13,0,complete,i_4067
Case 77,Lapping - Machine 1,2012-02-08 23:56:00+00:00,ID4445,Machine 1 - Lapping,0,0,complete,i_4068
Case 77,Turning & Milling - Machine 10,2012-02-09 06:47:00+00:00,ID4641,Machine 10 - Grinding,16,0,complete,i_4069
Case 77,Turning & Milling - Machine 10,2012-02-09 06:56:00+00:00,ID3846,Machine 10 - Grinding,2,0,start,i_4070
Case 77,Round Grinding - Q.C.,2012-02-09 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_4071
Case 77,Turning & Milling Q.C.,2012-02-09 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_4072
Case 77,Turning - Machine 8,2012-02-09 07:49:00+00:00,ID4219,Machine 8 - Turning & Milling,0,0,start,i_4084
Case 77,Turning & Milling - Machine 10,2012-02-09 07:57:00+00:00,ID3846,Machine 10 - Grinding,2,0,complete,i_4070
Case 77,Turning & Milling - Machine 10,2012-02-09 07:58:00+00:00,ID3846,Machine 10 - Grinding,0,0,start,i_4073
Case 77,Flat Grinding - Machine 11,2012-02-09 08:31:00+00:00,ID0998,Machine 11 - Grinding,24,0,start,i_4078
Case 77,Round Grinding - Q.C.,2012-02-09 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4071
Case 77,Turning & Milling Q.C.,2012-02-09 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4072
Case 77,Round Grinding - Q.C.,2012-02-09 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_4075
Case 77,Turning & Milling Q.C.,2012-02-09 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_4076
Case 77,Turning & Milling - Machine 10,2012-02-09 10:07:00+00:00,ID3846,Machine 10 - Grinding,0,0,complete,i_4073
Case 77,Round Grinding - Machine 3,2012-02-09 10:24:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,start,i_4077
Case 77,Round Grinding - Machine 12,2012-02-09 11:17:00+00:00,ID4528,Machine 12 - Grinding,0,0,start,i_4074
Case 77,Round Grinding - Machine 12,2012-02-09 12:27:00+00:00,ID4528,Machine 12 - Grinding,0,0,complete,i_4074
Case 77,Round Grinding - Q.C.,2012-02-09 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4075
Case 77,Turning & Milling Q.C.,2012-02-09 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4076
Case 77,Turning & Milling Q.C.,2012-02-09 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_4082
Case 77,Round Grinding - Q.C.,2012-02-09 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_4081
Case 77,Round Grinding - Machine 3,2012-02-09 13:28:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,complete,i_4077
Case 77,Round Grinding - Machine 3,2012-02-09 13:29:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,start,i_4080
Case 77,Round Grinding - Machine 12,2012-02-09 13:38:00+00:00,ID4528,Machine 12 - Grinding,0,0,start,i_4079
Case 77,Flat Grinding - Machine 11,2012-02-09 14:08:00+00:00,ID0998,Machine 11 - Grinding,24,0,complete,i_4078
Case 77,Lapping - Machine 1,2012-02-09 14:11:00+00:00,ID0998,Machine 1 - Lapping,0,0,start,i_4085
Case 77,Turning & Milling Q.C.,2012-02-09 14:40:00+00:00,ID4163,Quality Check 1,0,0,start,i_4083
Case 77,Round Grinding - Machine 12,2012-02-09 15:49:00+00:00,ID4528,Machine 12 - Grinding,0,0,complete,i_4079
Case 77,Round Grinding - Machine 3,2012-02-09 15:50:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,complete,i_4080
Case 77,Round Grinding - Q.C.,2012-02-09 18:00:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4081
Case 77,Turning & Milling Q.C.,2012-02-09 18:05:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4082
Case 77,Lapping - Machine 1,2012-02-09 18:14:00+00:00,ID4872,Machine 1 - Lapping,10,0,start,i_4093
Case 77,Round Grinding - Machine 12,2012-02-09 18:15:00+00:00,ID4872,Machine 12 - Grinding,14,0,start,i_4086
Case 77,Turning & Milling Q.C.,2012-02-09 19:00:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4083
Case 77,Turning - Machine 8,2012-02-09 19:40:00+00:00,ID4219,Machine 8 - Turning & Milling,0,0,complete,i_4084
Case 77,Lapping - Machine 1,2012-02-09 23:41:00+00:00,ID4872,Machine 1 - Lapping,10,0,complete,i_4085
Case 77,Round Grinding - Machine 12,2012-02-09 23:41:00+00:00,ID4872,Machine 12 - Grinding,14,0,complete,i_4086
Case 77,Packing,2012-02-10 00:00:00+00:00,ID4820,Packing,13,0,start,i_4087
Case 77,Packing,2012-02-10 01:00:00+00:00,ID4820,Packing,13,0,complete,i_4087
Case 77,Round Grinding - Q.C.,2012-02-10 07:00:00+00:00,ID4163,Quality Check 1,14,0,start,i_4088
Case 77,Turning - Machine 8,2012-02-10 07:26:00+00:00,ID4219,Machine 8 - Turning & Milling,0,0,start,i_4089
Case 77,Round Grinding - Q.C.,2012-02-10 08:40:00+00:00,ID4163,Quality Check 1,14,0,complete,i_4088
Case 77,Final Inspection Q.C.,2012-02-10 09:00:00+00:00,ID4163,Quality Check 1,13,0,start,i_4091
Case 77,Deburring - Manual,2012-02-10 09:50:00+00:00,ID4360,Manual Deburring,13,0,start,i_4092
Case 77,Turning - Machine 8,2012-02-10 09:50:00+00:00,ID4219,Machine 8 - Turning & Milling,0,0,complete,i_4089
Case 77,Turning - Machine 8,2012-02-10 09:52:00+00:00,ID4219,Machine 8 - Turning & Milling,13,0,start,i_4090
Case 77,Turning - Machine 8,2012-02-10 09:53:00+00:00,ID4219,Machine 8 - Turning & Milling,13,0,complete,i_4090
Case 77,Final Inspection Q.C.,2012-02-10 09:56:00+00:00,ID4163,Quality Check 1,13,0,complete,i_4091
Case 77,Deburring - Manual,2012-02-10 11:05:00+00:00,ID4360,Manual Deburring,13,0,complete,i_4092
Case 77,Lapping - Machine 1,2012-02-10 12:50:00+00:00,ID0998,Machine 1 - Lapping,14,0,start,i_4094
Case 77,Lapping - Machine 1,2012-02-10 12:52:00+00:00,ID0998,Machine 1 - Lapping,0,0,complete,i_4093
Case 77,Lapping - Machine 1,2012-02-10 12:52:00+00:00,ID0998,Machine 1 - Lapping,14,0,complete,i_4094
Case 77,Round Grinding - Machine 3,2012-02-12 07:57:00+00:00,ID4355,Machine 3 - Round Grinding,0,0,start,i_4095
Case 77,Round Grinding - Machine 3,2012-02-12 08:11:00+00:00,ID4355,Machine 3 - Round Grinding,0,0,complete,i_4095
Case 77,Round Grinding - Machine 3,2012-02-12 08:12:00+00:00,ID4355,Machine 3 - Round Grinding,1,0,start,i_4096
Case 77,Round Grinding - Machine 12,2012-02-12 08:19:00+00:00,ID4872,Machine 12 - Grinding,10,0,start,i_4097
Case 77,Round Grinding - Machine 3,2012-02-12 10:03:00+00:00,ID4355,Machine 3 - Round Grinding,1,0,complete,i_4096
Case 77,Round Grinding - Machine 3,2012-02-12 10:05:00+00:00,ID4355,Machine 3 - Round Grinding,24,0,start,i_4098
Case 77,Round Grinding - Machine 12,2012-02-12 10:53:00+00:00,ID4872,Machine 12 - Grinding,10,0,complete,i_4097
Case 77,Round Grinding - Machine 3,2012-02-12 13:58:00+00:00,ID4355,Machine 3 - Round Grinding,24,0,complete,i_4098
Case 77,Round Grinding - Machine 3,2012-02-12 13:59:00+00:00,ID4355,Machine 3 - Round Grinding,0,0,start,i_4099
Case 77,Round Grinding - Machine 3,2012-02-12 15:52:00+00:00,ID4355,Machine 3 - Round Grinding,0,0,complete,i_4099
Case 77,Round Grinding - Machine 3,2012-02-12 16:18:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,start,i_4100
Case 77,Round Grinding - Machine 3,2012-02-12 17:22:00+00:00,ID4385,Machine 3 - Round Grinding,0,0,complete,i_4100
Case 77,Round Grinding - Machine 3,2012-02-13 06:55:00+00:00,ID4355,Machine 3 - Round Grinding,0,0,start,i_4101
Case 77,Round Grinding - Machine 3,2012-02-13 07:03:00+00:00,ID4355,Machine 3 - Round Grinding,0,0,complete,i_4101
Case 77,Turning - Machine 8,2012-02-13 08:26:00+00:00,ID4219,Machine 8 - Turning & Milling,0,0,start,i_4105
Case 77,Round Grinding - Machine 3,2012-02-13 09:09:00+00:00,ID4355,Machine 3 - Round Grinding,0,0,start,i_4102
Case 77,Final Inspection Q.C.,2012-02-13 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_4103
Case 77,Round Grinding - Machine 3,2012-02-13 16:13:00+00:00,ID4385,Machine 3 - Round Grinding,23,0,start,i_4104
Case 77,Round Grinding - Machine 3,2012-02-13 16:49:00+00:00,ID4355,Machine 3 - Round Grinding,0,0,complete,i_4102
Case 77,Final Inspection Q.C.,2012-02-13 18:00:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4103
Case 77,Round Grinding - Machine 3,2012-02-13 19:33:00+00:00,ID4385,Machine 3 - Round Grinding,23,0,complete,i_4104
Case 77,Turning - Machine 8,2012-02-13 20:27:00+00:00,ID4219,Machine 8 - Turning & Milling,0,0,complete,i_4105
Case 77,Round Grinding - Q.C.,2012-02-14 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_4106
Case 77,Round Grinding - Q.C.,2012-02-14 18:02:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4106
Case 77,Turning - Machine 8,2012-02-14 20:30:00+00:00,ID4219,Machine 8 - Turning & Milling,0,0,start,i_4107
Case 77,Turning - Machine 8,2012-02-14 20:31:00+00:00,ID4219,Machine 8 - Turning & Milling,0,0,complete,i_4107
Case 77,Round Grinding - Q.C.,2012-02-15 07:00:00+00:00,ID4163,Quality Check 1,24,0,start,i_4108
Case 77,Round Grinding - Q.C.,2012-02-15 08:40:00+00:00,ID4163,Quality Check 1,24,0,complete,i_4108
Case 77,Round Grinding - Q.C.,2012-02-15 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_4109
Case 77,Deburring - Manual,2012-02-15 09:00:00+00:00,ID4360,Manual Deburring,24,0,start,i_4111
Case 77,Round Grinding - Q.C.,2012-02-15 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4109
Case 77,Final Inspection Q.C.,2012-02-15 13:20:00+00:00,ID4163,Quality Check 1,24,0,start,i_4110
Case 77,Final Inspection Q.C.,2012-02-15 14:20:00+00:00,ID4163,Quality Check 1,24,0,complete,i_4110
Case 77,Deburring - Manual,2012-02-15 15:47:00+00:00,ID4360,Manual Deburring,24,0,complete,i_4111
Case 77,Turning - Machine 8,2012-02-15 15:51:00+00:00,ID0997,Machine 8 - Turning & Milling,24,0,start,i_4112
Case 77,Turning - Machine 8,2012-02-15 15:52:00+00:00,ID0997,Machine 8 - Turning & Milling,24,0,complete,i_4112
Case 77,Packing,2012-02-16 00:00:00+00:00,ID4820,Packing,24,0,start,i_4113
Case 77,Packing,2012-02-16 01:00:00+00:00,ID4820,Packing,24,0,complete,i_4113
Case 77,Final Inspection Q.C.,2012-02-21 16:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_4114
Case 77,Final Inspection Q.C.,2012-02-21 18:02:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4114
Case 77,Turning - Machine 8,2012-02-22 00:00:00+00:00,ID4219,Machine 8 - Turning & Milling,1,0,start,i_4115
Case 77,Deburring - Manual,2012-02-22 00:00:00+00:00,ID4360,Manual Deburring,1,0,start,i_4116
Case 77,Turning - Machine 8,2012-02-22 01:15:00+00:00,ID4219,Machine 8 - Turning & Milling,1,0,complete,i_4115
Case 77,Deburring - Manual,2012-02-22 01:15:00+00:00,ID4360,Manual Deburring,1,0,complete,i_4116
Case 77,Final Inspection Q.C.,2012-02-22 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_4117
Case 77,Final Inspection Q.C.,2012-02-22 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_4117
Case 78,Turning & Milling - Machine 5,2012-02-29 18:31:00+00:00,ID4429,Machine 5 - Turning & Milling,2,0,start,i_4118
Case 78,Turning & Milling - Machine 5,2012-02-29 21:58:00+00:00,ID4429,Machine 5 - Turning & Milling,2,0,complete,i_4118
Case 78,Turning & Milling - Machine 5,2012-02-29 21:59:00+00:00,ID4429,Machine 5 - Turning & Milling,12,0,start,i_4119
Case 78,Turning & Milling - Machine 5,2012-02-29 23:44:00+00:00,ID4429,Machine 5 - Turning & Milling,12,0,complete,i_4119
Case 78,Turning & Milling - Machine 5,2012-03-01 00:09:00+00:00,ID4932,Machine 5 - Turning & Milling,64,0,start,i_4120
Case 78,Turning & Milling - Machine 5,2012-03-01 06:41:00+00:00,ID4932,Machine 5 - Turning & Milling,64,0,complete,i_4120
Case 78,Turning & Milling - Machine 5,2012-03-01 06:56:00+00:00,ID4529,Machine 5 - Turning & Milling,65,0,start,i_4121
Case 78,Turning & Milling - Machine 5,2012-03-01 15:47:00+00:00,ID4529,Machine 5 - Turning & Milling,65,0,complete,i_4121
Case 78,Turning & Milling - Machine 5,2012-03-01 16:15:00+00:00,ID4429,Machine 5 - Turning & Milling,17,0,start,i_4122
Case 78,Turning & Milling - Machine 5,2012-03-01 19:20:00+00:00,ID4429,Machine 5 - Turning & Milling,17,0,complete,i_4122
Case 78,Turning & Milling - Machine 5,2012-03-01 20:22:00+00:00,ID4429,Machine 5 - Turning & Milling,0,0,start,i_4123
Case 78,Turning & Milling - Machine 5,2012-03-01 23:36:00+00:00,ID4429,Machine 5 - Turning & Milling,0,0,complete,i_4123
Case 78,Turning & Milling - Machine 5,2012-03-02 00:10:00+00:00,ID4794,Machine 5 - Turning & Milling,1,0,start,i_4124
Case 78,Turning & Milling - Machine 5,2012-03-02 03:58:00+00:00,ID4794,Machine 5 - Turning & Milling,1,0,complete,i_4124
Case 78,Turning & Milling - Machine 5,2012-03-02 03:59:00+00:00,ID4794,Machine 5 - Turning & Milling,8,0,start,i_4125
Case 78,Turning & Milling - Machine 5,2012-03-02 06:26:00+00:00,ID4794,Machine 5 - Turning & Milling,8,0,complete,i_4125
Case 78,Turning & Milling - Machine 5,2012-03-02 12:44:00+00:00,ID4167,Machine 5 - Turning & Milling,15,0,start,i_4126
Case 78,Turning & Milling - Machine 5,2012-03-02 12:46:00+00:00,ID4167,Machine 5 - Turning & Milling,15,0,complete,i_4126
Case 78,Turning & Milling - Machine 5,2012-03-03 13:00:00+00:00,ID4529,Machine 5 - Turning & Milling,4,0,start,i_4127
Case 78,Turning & Milling - Machine 5,2012-03-03 14:00:00+00:00,ID4529,Machine 5 - Turning & Milling,4,0,complete,i_4127
Case 78,Turning & Milling - Machine 5,2012-03-04 00:12:00+00:00,ID4641,Machine 5 - Turning & Milling,16,0,start,i_4128
Case 78,Turning & Milling - Machine 5,2012-03-04 00:57:00+00:00,ID4641,Machine 5 - Turning & Milling,16,0,complete,i_4128
Case 78,Turning & Milling Q.C.,2012-03-04 15:56:00+00:00,ID4493,Quality Check 1,0,0,start,i_4129
Case 78,Turning & Milling Q.C.,2012-03-04 17:11:00+00:00,ID4493,Quality Check 1,0,0,complete,i_4129
Case 78,Turning & Milling Q.C.,2012-03-05 11:20:00+00:00,ID4493,Quality Check 1,0,0,start,i_4130
Case 78,Turning & Milling Q.C.,2012-03-05 12:09:00+00:00,ID4493,Quality Check 1,0,0,complete,i_4130
Case 78,Turning & Milling Q.C.,2012-03-08 07:00:00+00:00,ID4493,Quality Check 1,48,0,start,i_4131
Case 78,Turning & Milling - Machine 5,2012-03-08 07:23:00+00:00,ID4429,Machine 5 - Turning & Milling,47,0,start,i_4133
Case 78,Turning & Milling Q.C.,2012-03-08 07:27:00+00:00,ID4493,Quality Check 1,48,0,complete,i_4131
Case 78,Laser Marking - Machine 7,2012-03-08 07:35:00+00:00,ID4882,Machine 7- Laser Marking,48,0,start,i_4132
Case 78,Laser Marking - Machine 7,2012-03-08 08:50:00+00:00,ID4882,Machine 7- Laser Marking,48,0,complete,i_4132
Case 78,Turning & Milling - Machine 5,2012-03-08 15:04:00+00:00,ID4429,Machine 5 - Turning & Milling,47,0,complete,i_4133
Case 78,Turning & Milling - Machine 5,2012-03-08 15:56:00+00:00,ID4167,Machine 5 - Turning & Milling,4,0,start,i_4134
Case 78,Turning & Milling - Machine 5,2012-03-08 17:55:00+00:00,ID4167,Machine 5 - Turning & Milling,0,0,start,i_4135
Case 78,Turning & Milling - Machine 5,2012-03-08 17:56:00+00:00,ID4167,Machine 5 - Turning & Milling,0,0,complete,i_4134
Case 78,Turning & Milling - Machine 5,2012-03-08 20:11:00+00:00,ID4529,Machine 5 - Turning & Milling,1,0,start,i_4136
Case 78,Turning & Milling - Machine 5,2012-03-08 20:37:00+00:00,ID4167,Machine 5 - Turning & Milling,4,0,complete,i_4135
Case 78,Turning & Milling - Machine 5,2012-03-09 01:47:00+00:00,ID4529,Machine 5 - Turning & Milling,1,0,complete,i_4136
Case 78,Turning & Milling - Machine 5,2012-03-09 01:48:00+00:00,ID4529,Machine 5 - Turning & Milling,26,0,start,i_4137
Case 78,Turning & Milling - Machine 5,2012-03-09 06:52:00+00:00,ID4529,Machine 5 - Turning & Milling,26,0,complete,i_4137
Case 78,Turning & Milling - Machine 5,2012-03-09 07:28:00+00:00,ID4429,Machine 5 - Turning & Milling,20,0,start,i_4138
Case 78,Turning & Milling Q.C.,2012-03-09 12:06:00+00:00,ID4493,Quality Check 1,20,0,start,i_4139
Case 78,Turning & Milling - Machine 5,2012-03-09 12:27:00+00:00,ID4429,Machine 5 - Turning & Milling,20,0,complete,i_4138
Case 78,Turning & Milling Q.C.,2012-03-09 12:43:00+00:00,ID4493,Quality Check 1,20,0,complete,i_4139
Case 78,Turning & Milling - Machine 5,2012-03-10 12:03:00+00:00,ID4794,Machine 5 - Turning & Milling,20,0,start,i_4140
Case 78,Turning & Milling - Machine 5,2012-03-10 13:00:00+00:00,ID4932,Machine 5 - Turning & Milling,9,0,start,i_4141
Case 78,Turning & Milling - Machine 5,2012-03-10 17:03:00+00:00,ID4794,Machine 5 - Turning & Milling,20,0,complete,i_4140
Case 78,Turning & Milling - Machine 5,2012-03-10 23:27:00+00:00,ID4794,Machine 5 - Turning & Milling,29,0,start,i_4143
Case 78,Turning & Milling - Machine 5,2012-03-11 06:35:00+00:00,ID4794,Machine 5 - Turning & Milling,29,0,complete,i_4141
Case 78,Turning & Milling - Machine 5,2012-03-11 06:55:00+00:00,ID4529,Machine 5 - Turning & Milling,20,0,start,i_4144
Case 78,Turning & Milling Q.C.,2012-03-11 08:23:00+00:00,ID4493,Quality Check 1,62,2,start,i_4142
Case 78,Turning & Milling Q.C.,2012-03-11 09:24:00+00:00,ID4493,Quality Check 1,62,2,complete,i_4142
Case 78,Turning & Milling - Machine 5,2012-03-11 10:55:00+00:00,ID4932,Machine 5 - Turning & Milling,9,0,complete,i_4143
Case 78,Turning & Milling - Machine 5,2012-03-11 16:08:00+00:00,ID4529,Machine 5 - Turning & Milling,20,0,complete,i_4144
Case 78,Turning & Milling - Machine 5,2012-03-11 16:12:00+00:00,ID4429,Machine 5 - Turning & Milling,0,0,start,i_4145
Case 78,Turning & Milling - Machine 5,2012-03-11 17:15:00+00:00,ID4429,Machine 5 - Turning & Milling,0,0,complete,i_4145
Case 78,Turning & Milling - Machine 5,2012-03-11 17:19:00+00:00,ID4429,Machine 5 - Turning & Milling,27,0,start,i_4146
Case 78,Turning & Milling - Machine 5,2012-03-11 23:40:00+00:00,ID4429,Machine 5 - Turning & Milling,27,0,complete,i_4146
Case 78,Laser Marking - Machine 7,2012-03-12 00:00:00+00:00,ID4882,Machine 7- Laser Marking,1,0,start,i_4147
Case 78,Turning & Milling - Machine 5,2012-03-12 00:02:00+00:00,ID4794,Machine 5 - Turning & Milling,24,0,start,i_4148
Case 78,Laser Marking - Machine 7,2012-03-12 01:15:00+00:00,ID4882,Machine 7- Laser Marking,1,0,complete,i_4147
Case 78,Turning & Milling - Machine 5,2012-03-12 07:00:00+00:00,ID4794,Machine 5 - Turning & Milling,24,0,complete,i_4148
Case 78,Turning & Milling Q.C.,2012-03-12 07:52:00+00:00,ID4493,Quality Check 1,76,0,start,i_4149
Case 78,Turning & Milling Q.C.,2012-03-12 07:54:00+00:00,ID4493,Quality Check 1,0,4,start,i_4150
Case 78,Turning & Milling Q.C.,2012-03-12 09:07:00+00:00,ID4493,Quality Check 1,76,0,complete,i_4149
Case 78,Turning & Milling Q.C.,2012-03-12 09:09:00+00:00,ID4493,Quality Check 1,0,4,complete,i_4150
Case 78,Turning & Milling Q.C.,2012-03-12 10:44:00+00:00,ID4493,Quality Check 1,0,2,start,i_4153
Case 78,Laser Marking - Machine 7,2012-03-12 13:31:00+00:00,ID4882,Machine 7- Laser Marking,138,0,start,i_4151
Case 78,Laser Marking - Machine 7,2012-03-12 15:07:00+00:00,ID4882,Machine 7- Laser Marking,138,0,complete,i_4151
Case 78,Laser Marking - Machine 7,2012-03-12 15:19:00+00:00,ID4882,Machine 7- Laser Marking,20,0,start,i_4152
Case 78,Laser Marking - Machine 7,2012-03-12 15:34:00+00:00,ID4882,Machine 7- Laser Marking,20,0,complete,i_4152
Case 78,Turning & Milling Q.C.,2012-03-12 15:46:00+00:00,ID4493,Quality Check 1,0,2,complete,i_4153
Case 78,Turning & Milling Q.C.,2012-03-12 15:47:00+00:00,ID4493,Quality Check 1,0,0,start,i_4154
Case 78,Turning & Milling Q.C.,2012-03-12 15:53:00+00:00,ID4493,Quality Check 1,0,0,complete,i_4154
Case 78,Turning & Milling Q.C.,2012-03-14 11:11:00+00:00,ID4493,Quality Check 1,2,0,start,i_4155
Case 78,Turning & Milling Q.C.,2012-03-14 12:26:00+00:00,ID4493,Quality Check 1,2,0,complete,i_4155
Case 78,Lapping - Machine 1,2012-03-28 00:00:00+00:00,ID4882,Machine 1 - Lapping,0,0,start,i_4156
Case 78,Lapping - Machine 1,2012-03-28 01:15:00+00:00,ID4882,Machine 1 - Lapping,0,0,complete,i_4156
Case 78,Lapping - Machine 1,2012-03-28 13:23:00+00:00,ID0998,Machine 1 - Lapping,48,0,start,i_4157
Case 78,Lapping - Machine 1,2012-03-28 17:16:00+00:00,ID0998,Machine 1 - Lapping,48,0,complete,i_4157
Case 78,Round Grinding - Machine 2,2012-03-28 23:07:00+00:00,ID4385,Machine 2 - Round Grinding,0,0,start,i_4158
Case 78,Round Grinding - Machine 2,2012-03-29 01:08:00+00:00,ID4385,Machine 2 - Round Grinding,0,0,complete,i_4158
Case 78,Round Grinding - Machine 2,2012-03-29 01:09:00+00:00,ID4385,Machine 2 - Round Grinding,16,0,start,i_4159
Case 78,Round Grinding - Machine 2,2012-03-29 06:50:00+00:00,ID4385,Machine 2 - Round Grinding,16,0,complete,i_4159
